CT;Date;Time_of_Day;Site;forest_d;forest_g;forest_a;sec_veg;savanna;crops;pasture;d_river;d_streams;d_roads;d_crops;Datetime;Hour;HourRadians
CT43;2023-17-10;17:06:00;Puerto Gaitán;44.525351;0;0;0;52.77811;3.069422;0;0;1158.290658;313.41198;696.396974;;;
CT44;2023-17-10;17:07:00;Puerto Gaitán;66.621048;0;0;0;23.985296;0;0;0;190.269968;404.879377;1261.205372;;;
CT45;2023-17-10;18:11:00;Puerto Gaitán;32.143931;0;0;0;43.820471;0;0;0;898.00312;610.931083;1595.178067;;;
CT46;2023-19-10;2:04:00;Puerto Gaitán;46.845264;7.595339;0;0;34.305837;0;0;0;156.928268;263.39943;4817.764511;;;
CT47;2023-20-10;14:49:00;Puerto Gaitán;44.44684;6.694074;0;0;39.986232;0;0;0;94.023594;202.939814;5912.5948;;;
CT48;2023-21-10;1:17:00;Puerto Gaitán;78.193375;0;0;0;12.170788;0;0;0;453.335981;512.35079;5011.035232;;;
CT49;2023-21-10;1:25:00;Puerto Gaitán;91.920657;0;0;0;0.003036;0;0;0;105.359772;1669.196641;5765.335625;;;
CT50;2023-21-10;1:26:00;Puerto Gaitán;84.433665;0;0;0;6.415597;0;0;0;1138.952472;1244.7568;5043.598959;;;
CT51;2023-11-10;22:44:00;Puerto Gaitán;70.493671;0;0;0;12.651866;0;0;0;409.769493;66.016566;5587.068669;2023-11-10 22:44:00;22.73333333;5.951572749
CT52;2023-11-10;22:52:00;Puerto Gaitán;46.780724;0;0;0;47.369008;0;0.005653;0;1194.077416;115.362282;7015.538236;2023-11-10 22:52:00;22.86666667;5.986479334
CT53;2023-11-10;23:41:00;Puerto Gaitán;40.818755;0;0;0;14.111962;0;38.637545;0;145.59209;97.357764;8527.139775;2023-11-10 23:41:00;23.68333333;6.200282168
CT54;2023-21-10;1:22:00;Puerto Gaitán;76.10672;0;0;0;7.770684;0;0;0;818.649874;1509.156481;9928.269148;;;
CT55;2023-21-10;1:37:00;Puerto Gaitán;74.134902;0;0;0;22.911116;0;0;0;572.143572;1185.85313;10384.27247;;;
CT56;2023-22-10;20:22:00;Puerto Gaitán;26.610544;0;0;0;72.816195;0;0;0;690.17319;1397.906342;10948.08061;;;
CT57;2023-29-11;4:42:00;Puerto Gaitán;64.542464;0;0;0;36.119478;0;0;0;75.57452;2744.133049;12143.38056;;;
