"mean","lower","upper","angle","CT","hour","Site"
1,0.150160578514393,0.427133168390537,0.856225653082589,"Cravo.Norte_CTCIN33_T.terrestris_22042016",3.27054108216433,"Cravo.Norte"
1,0.165892189409008,0.428576027152207,1.09546517379684,"Cravo.Norte_CTCIN36_T.terrestris_29042016",4.18436873747495,"Cravo.Norte"
1,0.197561040007809,0.428194755579075,1.38507090939831,"Cumaribo_CT01",5.29058116232465,"Cumaribo"
1,0.208833088050596,0.428535216516338,0.755493223308167,"Cumaribo_CT02",2.88577154308617,"Cumaribo"
1,0.194078796724503,0.428372297005675,0.755493223308167,"Cumaribo_CT03",2.88577154308617,"Cumaribo"
1,0.173265963016935,0.426591144610247,0.67994390097735,"Cumaribo_CT04",2.59719438877756,"Cumaribo"
1,0.175077040931578,0.428080193989999,1.29693003334569,"Cumaribo_CT05",4.95390781563126,"Cumaribo"
1,0.148013948830812,0.428577256889889,1.52357800033814,"Cumaribo_CT06",5.81963927855711,"Cumaribo"
1,0.178615164412997,0.428273794051445,0.579211471202928,"Cumaribo_CT07",2.2124248496994,"Cumaribo"
1,0.161910244924266,0.428429054893516,1.44802867800732,"Cumaribo_CT08",5.5310621242485,"Cumaribo"
1,0.166685896700862,0.428021425726678,1.39766246312011,"Cumaribo_CT09",5.33867735470942,"Cumaribo"
1,0.20258310843518,0.428783893730521,0.604394578646533,"Cumaribo_CT10",2.30861723446894,"Cumaribo"
1,0.177467678238441,0.428464140840199,1.46062023172912,"Cumaribo_CT11",5.57915831663327,"Cumaribo"
1,0.151009395472369,0.428100461213189,1.27174692590208,"Cumaribo_CT12",4.85771543086172,"Cumaribo"
1,0.166222769317608,0.428328731199168,1.18360604984946,"Cumaribo_CT13",4.52104208416834,"Cumaribo"
1,0.170244313996641,0.428323379025528,1.19619760357126,"Cumaribo_CT14",4.56913827655311,"Cumaribo"
1,0.158716916416204,0.428609839437091,0.730310115864561,"Cumaribo_CT15",2.78957915831663,"Cumaribo"
1,0.195277041797767,0.428567815906837,0.793267884473575,"Cumaribo_CT16",3.03006012024048,"Cumaribo"
1,0.197696256522448,0.428710878278576,0.831042545638983,"Cumaribo_CT17",3.17434869739479,"Cumaribo"
1,0.1339018237561,0.427578798783279,0.805859438195378,"Cumaribo_CT18",3.07815631262525,"Cumaribo"
1,0.184273355683723,0.428823158793872,1.44802867800732,"Cumaribo_CT19",5.5310621242485,"Cumaribo"
1,0.179536228780444,0.428662376780116,0.969549636578814,"Cumaribo_CT20",3.70340681362725,"Cumaribo"
1,0.179888741302648,0.427591604657293,0.768084777029969,"Cumaribo_CT21",2.93386773547094,"Cumaribo"
1,0.160602543155552,0.427126776175134,1.12064828124045,"Cumaribo_CT22",4.28056112224449,"Cumaribo"
1,0.205425646526706,0.42826317587977,0.705127008420956,"Cumaribo_CT23",2.69338677354709,"Cumaribo"
1,0.201490249758362,0.428556850638157,0.742901669586364,"Cumaribo_CT24",2.8376753507014,"Cumaribo"
1,0.191383741005389,0.428133438594186,0.768084777029969,"Cumaribo_CT25",2.93386773547094,"Cumaribo"
1,0.191677131530719,0.428870878506245,0.717718562142758,"Cumaribo_CT26",2.74148296593186,"Cumaribo"
1,0.195640333665467,0.428788610428556,0.768084777029969,"Cumaribo_CT27",2.93386773547094,"Cumaribo"
1,0.195083902184436,0.428865497565088,0.768084777029969,"Cumaribo_CT28",2.93386773547094,"Cumaribo"
1,0.206553838367365,0.428348259270109,0.818450991917181,"Cumaribo_CT29",3.12625250501002,"Cumaribo"
1,0.172845415824952,0.427412268405096,0.768084777029969,"Cumaribo_CT30",2.93386773547094,"Cumaribo"
1,0.183895683892887,0.427694605369985,0.768084777029969,"Cumaribo_CT31",2.93386773547094,"Cumaribo"
1,0.168224313207229,0.428703913921235,1.23397226473667,"Cumaribo_CT32",4.71342685370742,"Cumaribo"
1,0.17654420361458,0.428071354610452,1.39766246312011,"Cumaribo_CT33",5.33867735470942,"Cumaribo"
1,0.167618364083514,0.428361248431456,1.41025401684191,"Cumaribo_CT34",5.38677354709419,"Cumaribo"
1,0.155225151999478,0.428405142820059,1.12064828124045,"Cumaribo_CT35",4.28056112224449,"Cumaribo"
1,0.215075176420739,0.429150761655165,0.755493223308167,"Cumaribo_CT36",2.88577154308617,"Cumaribo"
1,0.186916913624692,0.427950838539449,0.9065918679698,"Cumaribo_CT37",3.46292585170341,"Cumaribo"
1,0.176914062358316,0.4278471575374,1.39766246312011,"Cumaribo_CT38",5.33867735470942,"Cumaribo"
1,0.221838644023519,0.428586335529934,0.818450991917181,"Cumaribo_CT39",3.12625250501002,"Cumaribo"
1,0.195688515993019,0.428684791171495,0.805859438195378,"Cumaribo_CT40",3.07815631262525,"Cumaribo"
1,0.175426801939887,0.428497136841146,1.23397226473667,"Puerto.Gaitán_CT01",4.71342685370742,"Puerto.Gaitán"
1,0.158574316146056,0.427280835895716,0.667352347255547,"Puerto.Gaitán_CT02",2.54909819639279,"Puerto.Gaitán"
1,0.192949762627359,0.428468639740364,1.12064828124045,"Puerto.Gaitán_CT03",4.28056112224449,"Puerto.Gaitán"
1,0.166495074944819,0.42762864892142,0.742901669586364,"Puerto.Gaitán_CT04",2.8376753507014,"Puerto.Gaitán"
1,0.18973396633721,0.428189366064243,0.805859438195378,"Puerto.Gaitán_CT05",3.07815631262525,"Puerto.Gaitán"
1,0.179930713314403,0.427854517276943,1.24656381845847,"Puerto.Gaitán_CT06",4.76152304609218,"Puerto.Gaitán"
1,0.153243756088648,0.427174424776052,0.692535454699153,"Puerto.Gaitán_CT09",2.64529058116232,"Puerto.Gaitán"
1,0.175404413280758,0.427616444674292,0.67994390097735,"Puerto.Gaitán_CT100",2.59719438877756,"Puerto.Gaitán"
1,0.171309405641941,0.42819249928404,0.616986132368336,"Puerto.Gaitán_CT101",2.35671342685371,"Puerto.Gaitán"
1,0.185804474172595,0.427858114556566,1.22138071101487,"Puerto.Gaitán_CT107",4.66533066132265,"Puerto.Gaitán"
1,0.148673995558395,0.42779265793089,0.768084777029969,"Puerto.Gaitán_CT110",2.93386773547094,"Puerto.Gaitán"
1,0.16134435573311,0.4278645602873,1.12064828124045,"Puerto.Gaitán_CT111",4.28056112224449,"Puerto.Gaitán"
1,0.171386655414012,0.427853419972391,0.67994390097735,"Puerto.Gaitán_CT12",2.59719438877756,"Puerto.Gaitán"
1,0.163886934157865,0.42848721586354,1.3598878019547,"Puerto.Gaitán_CT14",5.19438877755511,"Puerto.Gaitán"
1,0.174786459040623,0.428146637977132,1.05769051263143,"Puerto.Gaitán_CT15",4.04008016032064,"Puerto.Gaitán"
1,0.177733415983979,0.427888268961937,1.17101449612766,"Puerto.Gaitán_CT16",4.47294589178357,"Puerto.Gaitán"
1,0.181802912355088,0.428730631947649,0.780676330751772,"Puerto.Gaitán_CT17",2.98196392785571,"Puerto.Gaitán"
1,0.160927738941311,0.428277009873718,0.654760793533744,"Puerto.Gaitán_CT18",2.50100200400802,"Puerto.Gaitán"
1,0.179455654557175,0.428227637133686,1.20878915729307,"Puerto.Gaitán_CT19",4.61723446893788,"Puerto.Gaitán"
1,0.179154043145299,0.428042007015654,0.894000314247997,"Puerto.Gaitán_CT20",3.41482965931864,"Puerto.Gaitán"
1,0.177174898909432,0.427770898071416,1.03250740518783,"Puerto.Gaitán_CT26",3.9438877755511,"Puerto.Gaitán"
1,0.194434113861798,0.428842385611623,1.27174692590208,"Puerto.Gaitán_CT27",4.85771543086172,"Puerto.Gaitán"
1,0.175629555784207,0.427919456473153,1.14583138868405,"Puerto.Gaitán_CT28",4.37675350701403,"Puerto.Gaitán"
1,0.17322546817484,0.42824534281507,1.17101449612766,"Puerto.Gaitán_CT29",4.47294589178357,"Puerto.Gaitán"
1,0.1533506624333,0.426676139680726,0.730310115864561,"Puerto.Gaitán_CT30",2.78957915831663,"Puerto.Gaitán"
1,0.163026382085864,0.427199858950221,1.08287362007504,"Puerto.Gaitán_CT31",4.13627254509018,"Puerto.Gaitán"
1,0.171083721293023,0.428297766857198,1.07028206635324,"Puerto.Gaitán_CT32",4.08817635270541,"Puerto.Gaitán"
1,0.159055091895102,0.427748444966118,1.08287362007504,"Puerto.Gaitán_CT33",4.13627254509018,"Puerto.Gaitán"
1,0.160940732830165,0.427844214240076,1.09546517379684,"Puerto.Gaitán_CT34",4.18436873747495,"Puerto.Gaitán"
1,0.162784838600491,0.427088342753704,1.00732429774422,"Puerto.Gaitán_CT35",3.84769539078156,"Puerto.Gaitán"
1,0.16140920547113,0.428491930886212,1.30952158706749,"Puerto.Gaitán_CT36",5.00200400801603,"Puerto.Gaitán"
1,0.170261287283154,0.427856297906092,1.28433847962388,"Puerto.Gaitán_CT37",4.90581162324649,"Puerto.Gaitán"
1,0.169275531938083,0.428247192199373,1.15842294240586,"Puerto.Gaitán_CT38",4.4248496993988,"Puerto.Gaitán"
1,0.178122552889056,0.428632130541576,1.3598878019547,"Puerto.Gaitán_CT51",5.19438877755511,"Puerto.Gaitán"
1,0.181656346414123,0.428464702992576,1.28433847962388,"Puerto.Gaitán_CT52",4.90581162324649,"Puerto.Gaitán"
1,0.157759474356552,0.4285123385422,1.33470469451109,"Puerto.Gaitán_CT53",5.09819639278557,"Puerto.Gaitán"
1,0.181868520889248,0.428272699378517,1.19619760357126,"Puerto.Gaitán_CT59",4.56913827655311,"Puerto.Gaitán"
1,0.177702145352989,0.42825493908981,1.00732429774422,"Puerto.Gaitán_CT60",3.84769539078156,"Puerto.Gaitán"
1,0.184691482018687,0.428358708906734,0.994732744022419,"Puerto.Gaitán_CT61",3.79959919839679,"Puerto.Gaitán"
1,0.148385517497137,0.427998276312089,0.919183421691603,"Puerto.Gaitán_CT63",3.51102204408818,"Puerto.Gaitán"
1,0.147238215699556,0.42772377759633,0.843634099360786,"Puerto.Gaitán_CT73",3.22244488977956,"Puerto.Gaitán"
1,0.161677227445627,0.427101173894011,0.780676330751772,"Puerto.Gaitán_CT74",2.98196392785571,"Puerto.Gaitán"
1,0.186719611945993,0.427942296974259,1.20878915729307,"Puerto.Gaitán_CT76",4.61723446893788,"Puerto.Gaitán"
1,0.169771256091556,0.428001008966043,1.27174692590208,"Puerto.Gaitán_CT77",4.85771543086172,"Puerto.Gaitán"
1,0.169229603688024,0.427977981576409,0.843634099360786,"Puerto.Gaitán_CT78",3.22244488977956,"Puerto.Gaitán"
1,0.172476422055632,0.428240860699073,0.818450991917181,"Puerto.Gaitán_CT79",3.12625250501002,"Puerto.Gaitán"
1,0.192257172938917,0.428108065009346,1.08287362007504,"Puerto.Gaitán_CT80",4.13627254509018,"Puerto.Gaitán"
1,0.141576034184155,0.428174086720156,0.566619917481125,"Puerto.Gaitán_CT83",2.16432865731463,"Puerto.Gaitán"
1,0.150535236824887,0.42767533985753,1.3472962482329,"Puerto.Gaitán_CT84",5.14629258517034,"Puerto.Gaitán"
1,0.168056154395692,0.428733165225925,0.944366529135208,"Puerto.Gaitán_CT94",3.60721442885772,"Puerto.Gaitán"
1,0.17286525009077,0.428290492458134,1.22138071101487,"Puerto.Gaitán_CT95",4.66533066132265,"Puerto.Gaitán"
1,0.15661084777137,0.428218093053346,0.516253702593914,"Puerto.Gaitán_CT96",1.97194388777555,"Puerto.Gaitán"
1,0.171498529925434,0.428044978055352,0.692535454699153,"Puerto.Gaitán_CT97",2.64529058116232,"Puerto.Gaitán"
1,0.185562966949743,0.428832999800017,1.25915537218028,"Puerto.Gaitán_CT99",4.80961923847695,"Puerto.Gaitán"
1,0.201404888281037,0.428771834871449,1.56135266150354,"Puerto.Rondón_CT10",5.96392785571142,"Puerto.Rondón"
1,0.264279883504594,0.429308031863479,0.805859438195378,"Puerto.Rondón_CT11",3.07815631262525,"Puerto.Rondón"
1,0.284105633355079,0.429670642990027,0.415521272819492,"Puerto.Rondón_CT15",1.58717434869739,"Puerto.Rondón"
1,0.193554487512201,0.428713437547964,1.67467664499977,"Puerto.Rondón_CT29",6.39679358717435,"Puerto.Rondón"
1,0.226315431435026,0.429019997502552,0.843634099360786,"Puerto.Rondón_CT33",3.22244488977956,"Puerto.Rondón"
1,0.23700515515779,0.429116368259319,1.56135266150354,"Puerto.Rondón_CT45",5.96392785571142,"Puerto.Rondón"
1,0.287506031889928,0.429638095381226,1.00732429774422,"Puerto.Rondón_CT46",3.84769539078156,"Puerto.Rondón"
1,0.244582257068881,0.42922472692166,0.491070595150308,"Puerto.Rondón_CT47",1.87575150300601,"Puerto.Rondón"
1,0.195918299773777,0.428286897032964,1.3724793556765,"Puerto.Rondón_CT48",5.24248496993988,"Puerto.Rondón"
1,0.196558370121003,0.428866254567221,0.642169239811942,"Puerto.Rondón_CT51",2.45290581162325,"Puerto.Rondón"
1,0.272816409050535,0.429347892440899,0.528845256315717,"Puerto.Rondón_CT52",2.02004008016032,"Puerto.Rondón"
1,0.288547337043671,0.429707665446633,0.491070595150308,"Puerto.Rondón_CT86",1.87575150300601,"Puerto.Rondón"
1,0.206232030649944,0.429015164177017,1.75022596733059,"Puerto.Rondón_CT87",6.68537074148297,"Puerto.Rondón"
1,0.198926826782829,0.428133298697434,1.3472962482329,"Puerto.Rondón_CT88",5.14629258517034,"Puerto.Rondón"
1,0.202339851537187,0.4287011919756,0.465887487706703,"Puerto.Rondón_CT95",1.77955911823647,"Puerto.Rondón"
